name,points
Michael Mmoh,84
Givaldo Barbosa,84
Luis Ayala,84
Vincenzo Franchitti,84
David De Miguel,84
Andrew Jarrett,84
Oscar Martinez,84
Greg Perkins,84
Peter Bastiansen,83
Jan Pisecky,83
Diego Hartfield,83
Inigo Cervantes Huegun,83
Robert Reininger,83
Pedro Sousa,83
Ivan Kley,82
Josef Cihak,82
Stephane Huet,81
Bradley Klahn,81
Chris Bailey,81
Massimiliano Narducci,81
Jia Ping Xia,80
Tamer El Sawy,80
Sergio Cortes,80
Yong Il Yoon,80
Kenny Thorne,80
Vincenzo Santopadre,80
Juan Pino,80
Stanley Matthews,80
Federico Dondo,80
Ivan Dupasquier,80
Michele Leclercq,79
Xavier Daufresne,79
Lamine Ouahab,79
Miguel Nido,79
Lars Koslowski,79
Christophe Van Garsse,79
Julio Goes,79
Derek Schroder,79
Luke Jensen,79
Rohan Bopanna,78
Alexey Kedryuk,78
Gilles Elseneer,78
Andis Juska,78
Zhizhen Zhang,78
David Mustard,78
Pedro Cachin,78
Barry Mackay,78
Koji Watanabe,78
Magnus Tideman,77
Marcel Felder,77
Roman Safiullin,77
Vadim Kutsenko,77
John Brown,77
Rejean Genois,77
Morris Skip Strode,77
Robert Mckinley,77
Jan Hordijk,77
Bong Soo Kim,77
Guillaume Rufin,76
Andy Kohlberg,76
Liam Broady,76
Leif Johansson,76
Julian Reister,76
Johnny Goudenbour,76
Howard Schoenfield,76
Frank Ofori,76
Eugenio Castigliano,76
Ricardo Rodriguez,76
Michael Grant,76
Martin Robinson,75
Alvaro Jordan,75
Arvind Parmar,75
Bernhard Pils,75
Jose De Armas,74
Alejandro Aramburu,74
Bob Mckinley,74
Christoph Zipf,73
Jean Paul Meyer,73
John Hayes,73
Carlos Di Laura,73
Dusan Vemic,73
Daniel Orsanic,73
Brian Dabul,72
Willem Prinsloo,72
Chum Steele Iii,72
Christopher Rungkat,72
Ahmed El Mehelmy,72
William Durham,72
Danny Saltz,71
Frederic Niemeyer,71
Yibing Wu,71
Miguel Gallardo Valles,71
Gary Donnelly,71
Clement Ngoran,71
Dimitar Kuzmanov,70
Lars Elvstrom,70
Mario Tabares,70
Dave Siegler,70
Stepan Koudelka,70
Guillermo Aubone,70
Bing Pan,69
Jean Pierre Courcol,69
Girts Dzelde,69
Miguel Olvera,69
Alex Bogdanovic,69
Hugo Armando,69
Tasos Bavelas,69
John Clifton,69
Lars Rehmann,69
Roberto Saad,69
Jamie Delgado,68
Tony Bardsley,68
Hamed Ul Haq,68
Bill Maze,68
Patrice Beust,68
Jorgen Windahl,68
David Witt,68
Jose Luis Arillla,68
Felix Barrientos,68
Nicolas Thomann,67
Adrian Garcia,67
German Puentes,67
Gustavo Tiberti,67
Michael Hickey,67
Fernon Wibier,67
Dimitri Sturdza,67
Colin Grant,66
Christer Allgardh,66
Emanuel Couto,66
Diego Junqueira,66
Ti Chen,65
Greg Whitecross,65
Bruce Kleege,65
Bernardo Mota,65
Atet Wijono,65
Paul Torre,65
Alex Bolt,65
Glenn Weiner,64
Todd Reid,64
Yuri Schukin,64
Christophe Roger-Vasselin,64
Fernando Dalla Fontana,64
Ben Qiang Zhu,64
Mohamed Safwat,64
Jhonson Garcia,64
Andres Vysand,64
Izak Van Der Merwe,64
Kiyoshi Tanabe,64
Mark Bailey,64
Arjun Fernando,64
Wayne Hampson,63
Brian Garrow,63
Carlos Taberner,63
Ville Liukko,63
Thierry Bernasconi,63
Sergio Palmieri,63
Chang Rung Wu,63
Matti Timonen,63
Gene Stuart Malin,63
Nelson Aerts,63
Julian Knowle,63
Lorenzo Manta,63
Constant Lestienne,62
Jon Levine,62
Eric Taino,62
Blaz Rola,62
Alessandro Giannessi,62
Nenad Zimonjic,62
Janos Benyik,62
Billy Higgins,62
Daniel King Turner,61
Jose Moreno,61
Bing Chao Lin,61
Prajnesh Gunneswaran,61
Kittipong Wachiramanowong,60
Jesse Huta Galung,60
Yasutaka Uchiyama,60
Ricardo Mena,60
Mauricio Echazu,60
Daniel Garza,60
Austin Krajicek,60
Eddie Cruz,60
Kris Goossens,60
Neale Fraser,60
William Alvarez,60
Marco Trungelliti,59
Guido Andreozzi,59
Jackie Saul,59
John Barrett,59
Rafael Osuna,59
Vittorio Crotta,59
Farrukh Dustov,59
Bob Howe,59
Tintus Arianto Wibowo,58
Uladzimir Ignatik,58
Nicolas Coutelot,58
Roberto Jabali,58
Konstantin Kravchuk,58
Eduardo Zuleta,58
Sergei Bubka,58
Axel Pretzsch,58
Laurynas Grigelis,58
Eric Drossart,58
Omar Laimina,58
Mahesh Bhupathi,58
Sebastian Ofner,58
Michael Mortensen,57
Jorge Bardou,57
Amro Ghoneim,57
Aly El Dawoudi,57
Fernando Maynetto,57
Guillermo Rivas,57
Geza Varga,57
Patrik Fredriksson,57
Jaromir Becka,57
Antonio Veic,57
Alex Kuznetsov,57
Tarek El Sakka,56
Per Hegna,56
Peter Marmureanu,56
Alexander Zverev Sr,56
Tobias Svantesson,56
David Dowlen,56
Herve Gauvain,56
Marcello Craca,56
Ken Fletcher,56
Iztok Bozic,56
Doug Burke,55
Jan Erik Lundquist,55
Owen Casey,55
Rafael Arevalo,55
Joel Bailey,55
Johnny Arcilla,55
Zeljko Krajan,55
Sasa Hirszon,55
Sebastien De Chaunac,55
Keith Hancock,55
Justedjo Tarik,55
Daniel Munoz de la Nava,55
Jorgen Ulrich,55
Don Mccormick,54
Luis Borfiga,54
Luis Felipe Tavares,54
Dan Bleckinger,54
Gianluca Rinaldini,54
Mark Kaplan,54
Ben Shelton,54
Jacques Thamin,54
Pietro Marzano,54
Adam Malik,53
Ilija Bozoljac,53
Dick Leach,53
Naratorn Srichaphan,53
Jurij Rodionov,53
Federico Browne,53
Alistair Hunt,53
Alexandre Simoni,53
Stefan Kozlov,53
Ronnie Bathman,53
Bent Ove Pedersen,53
Bernard Paul,53
Febi Widhiyanto,53
Michael Kures,53
Libor Nemecek,53
Tony Parun,52
Kornel Bardoczky,52
Jozsef Krocsko,52
Roberto Chavez,52
Jason Jung,52
Bill Freer,52
Juan Manuel Cerundolo,52
Miguel Mir,52
Taghi Akbari,52
Tom Mozur,52
Simon Larose,52
Fredrik Jonsson,52
Mike Myburg,52
Hiu Tung Yu,52
Gondo Widjojo,52
Peter Carlsson,52
Mark Merklein,52
Julio Cesar Campozano,51
Graydon Garner,51
Greg Halder,51
Nuno Borges,51
Rayno Seegers,51
Joseph Lizardo,51
Cem Ilkel,51
Edwin Kempes,51
Daniel Elsner,51
Milen Velev,51
Alex Kim,50
Julian Stamatov,50
Ljuben Genov,50
Nick Brown,50
Schalk Van Der Merwe,50
Peter Burwash,50
Julian Krinsky,49
Jose Guerrero,49
Kent Kinnear,49
Jose Garcia Requena,49
Marcelo Charpentier,49
Thiago Seyboth Wild,49
Pancho Segura,49
Martin Pedersen,49
Adrian Marcu,49
David Adams,48
Carsten Ball,48
Hendrik Jan Davids,48
Ali Hamadeh,48
Thiago Alves,48
Max Purcell,48
Vic Seixas,48
Valentin Sanon,48
David Lewis,48
Richard Hawkes,48
Jose Hernandez,48
Mark Vines,48
Francisco Rodriguez,48
Graeme Thomson,48
Giorgio Galimberti,48
Hank Irvine,48
Franko Skugor,47
Aleksandar Vukic,47
Conor Niland,47
Gabriel Silberstein,47
Thomas Buchmayer,47
Vadim Borisov,47
Dmitri Tomashevich,47
Tomas Machac,47
Mounir El Aarej,47
Robert Rheinberger,47
Pablo Campana,47
Michael Sangster,47
Borna Gojo,47
Munawar Iqbal,47
Charles Buzz Strode,47
Yosuke Watanuki,46
Jacek Niedzwiedzki,46
Ulf Eriksson,46
Vincent Millot,46
Todor Enev,46
Karim Maamoun,46
Wishaya Trongcharoenchaikul,46
Yu Hui Lien,46
Michal Mertinak,46
Robert Trogolo,46
Shigeyuki Nishio,46
Gergely Kisgyorgy,45
Muhammad Khaliq Siddiq,45
Noah Rubin,45
Keith Diepraam,45
Eui Jong Chang,45
Mike Collins,45
Solon Peppas,45
Christopher Diaz Figueroa,45
Egan Adams,45
Dominic Stricker,45
Michael Lammer,45
Stephane Bonneau,45
Chih Jung Chen,45
Paul Kilderry,45
Harshana Godamanna,45
Juan Nunez,45
Nicolas Kelaidis,45
Altug Celikbilek,45
Woody Blocher,45
Bertrand Madsen,45
Krassimir Lazarov,44
Pancho Walthall,44
Konstantin Pugayev,44
Sule Ladipo,44
Michael Leong,44
Josselin Ouanna,44
Henry Hank Irvine,44
Hans Peter Kandler,44
Dennis Matthews,44
Alessandro De Minicis,44
Peter Campbell,44
Jicham Zaatini,44
Yannick Maden,44
Wayne Pascoe,44
Yasufumi Yamamoto,44
Eno Polo,44
Aleksandr Nedovyesov,44
Michael Venus,44
Tim Van Rijthoven,43
Mehdi Tahiri,43
Geoff Grant,43
Frantisek Cermak,43
Dick Knight,43
Carlos Claverie,43
Bret Garnett,43
Stian Boretti,43
Gaetano Di Maso,43
Cary Stansbury,43
Amir Weintraub,43
Woong Sun Jun,42
Dave Randall,42
Gustavo Giussani,42
Brad Guan,42
Gilles Ganancia,42
Orest Tereshchuk,42
Chiradip Mukerjea,42
John Sharpe,42
Jerome Haehnel,42
Mike Brunnberg,42
Selvam Veerasingam,42
Arthur Fils,42
Jayendra Wijeyesekera,42
Oliver Fernandez,42
Viktor Durasovic,42
Genaro Deleon,41
Peter Jackson,41
Branislav Stankovic,41
Yong Kyu Lim,41
Michael Ryderstedt,41
Jamie Baker,41
Noel Phillips,41
Abdullah Maqdas,41
Pavel Kotov,41
Gilles Kremer,41
Danny Obryant,41
Chia Yen Tsai,41
Whitney Reed,41
Ron Hightower,41
Wade Mcguire,41
Santiago Gonzalez,40
Charles Bud Cox,40
Jim Ward,40
Jean Julien Rojer,40
Harri Heliovaara,40
Bojidar Pampoulov,40
Peng Sun,40
Pender Murphy,40
Peter Moraing,40
Robbie Venter,40
Fred Hemmes,40
Romeo Rafon,40
Mervyn Rose,40
Neil Broad,40
Shozo Shiraishi,40
Agustin Moreno,40
Edgardo Massa,40
Jan Van Langendonck,40
Chung Hsing Liu,40
John De Mendoza,40
Ramin Raziyani,39
George Berner,39
Stephane Bohli,39
Jin Sun Yoo,39
Roberto Quiroz,39
Wolfgang Schranz,39
Morten Christensen,39
Rhyne Williams,39
Lazaro Navarro Batles,39
Joost Winnink,39
Albert Chang,39
Franklin Robbins,39
Philip Johnson,39
Markus Rackl,38
Bruce Foxworth,38
Luka Gregorc,38
Rashid Malik,38
Shu Hua Liu,38
Wing Luen Wong,38
Prima Simpatiaji,38
Gustavo Guerrero,38
Grant Doyle,38
Zack Fleishman,38
Franco Bartoni,38
Andres Filimonov,38
Yu Jr Wang,38
Ernie Fernandez,38
Mohammed Reza Tavakoli,38
Michael Walker,38
Alexander Shvec,38
Abe Segal,38
Mitchell Krueger,38
G Turner Howard,37
Peter Pearson,37
Rory Chappell,37
Umesha Wallooppillai,37
James Mcgee,37
Ron Goldman,37
Dong Wook Song,37
Davide Scala,37
Eoin Collins,37
Ashok Amritraj,37
Sumit Nagal,37
Bernard Montrenaud,37
John Patrick Smith,37
Jeff Turpin,37
John Holladay,37
Donald Johnson,37
Dimitru Haradau,37
Patrick Tierro,36
Mohamed Ridaoui,36
Pekka Saila,36
Kim Tiilikainen,36
Eric Wilborts,36
Ivaylo Traykov,36
Noam Behr,36
Alejo Mancisidor,36
Adrian Menendez Maceiras,36
Andrei Rybalko,36
Randy Crawford,36
Barry Cowan,36
Juan Pablo Brzezicki,36
Rafael Moreno,36
David Dilucia,36
Sebo Kiss,36
Sergei Likhachev,36
Chun Hsin Tseng,36
Cesar Kist,36
Dirk Dier,36
Donald Dell,36
Jhonnatan Medina Alvarez,35
Mike Scheidweiler,35
Young Dae Jeon,35
Mark Buckley,35
Alejandro Gattiker,35
Joseph Sirianni,35
Juan Pablo Guzman,35
Andrei Dirzu,35
Huang Jung Hsu,35
Shane Barr,35
Satoshi Iwabuchi,35
Rohan De Silva,35
Clive Brebnor,35
Ruben Gonzales,35
Cesar Ramirez,35
Toshihisa Tsuchihashi,35
Martin Fischer,35
Craig Campbell,35
Stanley Pasarell,35
Vasilis Mazarakis,35
Thierry Stevaux,35
Carlos Avellan,35
John Mccurdy,35
Remzi Aydin,35
Slimane Saoudi,35
Tom Christensen,35
Patrice Kuchna,35
Tomm Warneke,35
David Souto,34
Hussain Akbari,34
Larry Turville,34
Gijs Brouwer,34
Lovro Zovko,34
Treat Conrad Huey,34
Michael Sell,34
Harald Theissen,34
Melvin Tong,34
Richard Ashby,34
Louis Gloria,34
Benjamin Hassan,34
James Sekulov,34
Nicklas Utgren,34
Martin Cuevas,34
Mathias Werren,34
Federico Sanchez,34
Eyal Erlich,34
Anders Haseth,34
John Gardner,34
Alexandre Muller,34
Jose Vilela,34
Scott Carnahan,34
Reda El Amrani,33
Jerome Seguin,33
Luis David Martinez,33
Luca Vanni,33
Brendan Evans,33
Duilio Beretta,33
Ionel Santeiu,33
Giuseppe Merlo,33
Alaaddin Karagoz,33
Andrej Kracman,33
Bill Lofgren,33
John Trickey,33
Serge Brueck,33
Scoville Jenkins,33
Omer Rashid,33
Stuart Bale,33
Patrick Chucri,33
Yohny Romero,33
George Amaya,33
Tsung Hua Yang,33
Eduardo Osta,33
Arafat Chekrouni,33
Tico Carrero,33
Ken Stuart,32
Djamel Boudjemline,32
William Harris,32
Orlando Lourenco,32
Reinhart Probst,32
Mario Rincon,32
George Taylor,32
Hugo Chapacu,32
Peter Wright,32
Sombat Uamongkol,32
Hans Nerell,32
Roger Guedes,32
Jerome Vanier,32
Dzmitry Zhyrmont,32
Panomkorn Pladchunil,32
Andrew Richardson,32
Glen Holroyd,32
Pruchya Isarow,32
Paulo Carvallo,31
Larry Gottfried,31
Anthony Hammond,31
Peter Tramacchi,31
Josef Stabholz,31
Alexander Blom,31
Martin Alund,31
Nathan Healey,31
Laurie Warder,31
Antoine Hoang,31
Anoosha Shahgholi,31
Lazar Magdincev,31
Dale Power,31
Oscar Serrano,31
Jose Antonio Fernandez,31
Suharyadi Suharyadi,31
Aldin Setkic,31
Tim Garcia,31
Hideki Kaneko,31
Carlos Gattiker,31
Ivan Keskinov,31
Scott Lipton,31
Zhe Li,31
Pablo Gonzalez,31
Brayden Schnur,31
Frank Falderbaum,31
John Doran,30
Peter Lindgren,30
Mushaf Zia,30
Zoltan Ilin,30
Alexander Kudryavtsev,30
Juan Herrera,30
Esam Abdulaal,30
Khalid Outaleb,30
Felipe Rivera,30
Martin Stringari,30
William Higgins,30
Gonzalo Lama,30
Keith Carpenter,30
Wei You,30
Srinivasan Vasudevan,30
Dimitar Kutrovsky,29
Rand Evett,29
Luca Bottazzi,29
Leonardo Tavares,29
Oscar Burrieza,29
Alexandros Jakupovic,29
Lado Chikhladze,29
Jose Clavet,29
Peter Carter,29
Americo Venero Montes,29
George Rudman,29
Jose Castanon,29
Paul Sullivan,29
Zizou Bergs,29
Paolo Pambianco,29
Gerry Perry,29
Karim Alayli,29
Choon Ho Kim,29
Marc Polmans,29
Ricky Brown,29
Diego Galeano,29
Mike Kreiss,29
Welry Fritz,29
Harsh Mankad,29
Anatoli Volkov,29
Michael Phillips,29
Corrado Aprili,28
Keishiro Yanagi,28
Christian Lindell,28
Andrei Merinov,28
Kenneth McMillan,28
Nick Fulwood,28
Marcelo Hennemann,28
Francois Van Der Merwe,28
Rohan Summers,28
David Agung Susanto,28
Helge Koll,28
Zeeshan Ali,28
Ricardo Chile Fonte,28
Deniss Pavlovs,28
Spencer Segura,28
Ryan Russell,28
Scott Barron,28
Greig Rodger,28
Joao Domingues,28
Michael Quintero,28
Simon Stadler,28
Bruce Nichols,28
Jeson Patrombon,28
Thierry Pham,28
Patrick Landau,27
Max Wunschig,27
Adam Pavlasek,27
Sherif Sabry,27
Benjamin Lock,27
Predrag Rusevski,27
Jacobo Chavez,27
Yu Zhang,27
Borut Urh,27
Van Thanh Vo,27
John McDonald,27
Tomasz Iwanski,27
Raul Peralta,27
Ion Moldovan,27
Ashkan Shokoofi,27
David Skoch,27
Henri Kontinen,27
Hugo Roverano,27
Juan Carlos Baguena,27
Hubertus Hoyt,27
Christian Harrison,27
Juan Gisbert Jr,27
Ramayah Ramachandran,27
Devin Mullings,26
Hady Habib,26
Jaime Cortes,26
Luis Bruguera,26
Pavol Cervenak,26
Jai Dilouie,26
Piero Luisi,26
Konstantinos Effraimoglou,26
Ben Ellwood,26
Philippe Pech,26
Xin Yuan Yu,26
Brian Levine,26
Asim Shafik,26
Michael Wayman,26
Nikola Milojevic,26
Steve Devries,26
Meer Mohammed Khan,26
Dennis Novikov,26
Rolandas Murashka,26
Roland So,26
Gabriel Trifu,26
Rudy Hernando,26
Herbert Wiltschnig,26
Hermes Gamonal,26
Maxim Dubarenco,26
Jean Nabi,26
Stephen Myers,26
Amir Hadad,26
Raven Klaasen,26
Sutarjo Sugiarto,26
Ivo Werner,26
Haseeb Aslam,26
Mike Bryan,26
Hugo Grenier,26
Yehoshua Shalem,26
Nicolas Alvarez,26
Edan Leshem,25
Matteo Viola,25
Michael Brown B395,25
Luis Augusto Garcia,25
Hakar Zahr,25
Sam Warburg,25
Rinky Hijikata,25
Andy Ram,25
Adam Kellner,25
Jan Simbera,25
Yves Allegro,25
Gap Taik Ro,25
Mel Baleson,25
Keith Wooldridge,25
Wei Jen Cheng,25
Michael Yani,25
Mathieu Montcourt,25
Gavorielle Marcu,25
Van Bay Vo,25
Howard Sands,25
Jacques Radoux,25
Vladimir Ivanov,25
Alexander Marcial,25
Shao Xuan Zeng,25
Ivan Endara,25
Moon Il Kim,25
Juan Sebastian Cabal,25
Mikhail Ledovskikh,25
Rogier Wassen,25
Vladimir Gabrichidze,24
Matteo Arnaldi,24
Alexandre Hocevar,24
Marcio Carlsson,24
Ryan Peniston,24
Genius Chidzikwe,24
Kimmer Coppejans,24
Peter Johnston,24
Hee Seok Chung,24
Kepler Orellana,24
Uwe Gottschalk,24
Victor Caldarelli,24
Yew Ming Si,24
Phillip Tuckniss,24
Andras Lanyi,24
G D Jones,24
Manuel Sanchez,24
Pedro Cordeiro,24
Dacio Campos,24
Kojo Atiso,24
Andrian Raturandang,24
Sebastian Prieto,24
Jeff Klaparda,24
Albano Olivetti,24
Luis Perez Chete,24
Piet Norval,24
Mariusz Fyrstenberg,24
Jose Daher,24
Felix Ponte,24
Martin Blackman,24
Javier Restrepo,24
John Mattke,24
Brian Dunn,24
Christophe Boggetti,24
Richard Bloomfield,24
Federico Gaio,24
Jonathan Erlich,24
Juan Carlos Ramirez,24
Federico Zeballos,24
Mose Navarra,24
Ricky Buwalda,24
Reda Galou,24
Shovon Jamaly,24
Markus Zillner,24
Greg Braun,23
Yan Bai,23
Dominik Meffert,23
William Tym,23
Frank McDonald,23
Rafael Ruiz,23
Gerardo Lopez Villasenor,23
Lionel Barthez,23
Gaurav Misra,23
Elwyn Mccabe,23
Todd Larkham,23
John Farrington,23
Mauro Menezes,23
Detler Herdy,23
Markus Eriksson,23
Artem Sitak,23
Alex Llompart,23
Karl Coombes,23
Bjorn Rehnquist,23
Zsombor Piros,23
John Letts,23
Alex Kurucz,23
Frederico Ferreira Silva,23
Roberto Cid,23
Henrik Drzymalski,23
Antoine Bellier,23
Kyu Tae Im,23
Petr Luxa,23
Mohamed Dlimi,23
Leo Rolle,23
Harry Fauquier,23
Markus Gunthardt,23
Vaclav Roubicek,23
Alexander Shevchenko,23
Nicolaas Scholtz,23
David Guez,22
Abou Berthe,22
Sultan Khalfan,22
Martin Vilarrubi,22
James Greenhalgh,22
Isao Watanabe,22
Thomas Gollwitzer,22
Mikael Torpegaard,22
Jimmy Moore,22
Peter Van Lingen,22
Vicente Zarazua,22
Han Cheol Shin,22
Hisham Nasser,22
Lucas Gomez,22
Freddie De Jesus,22
Ahmad Rabeea Muhammad,22
Andrea Vavassori,22
Andrea Arnaboldi,22
Rocky Royer,22
Alkis Papamichael,22
Rudolf Molleker,22
Francis Casey Alcantara,22
Peter Clarke,22
Tom Kreiss,22
Thierno Ly,22
Khaled El Salawy,22
Peter Fishbach,22
Gregoire Rafaitin,22
Jiu Hua Zhang,22
Eric Prodon,22
Luke Milligan,22
Per Jemsby,22
Chris Bovett,22
Mohamed Mamoun,22
Ben Mckown,21
Chuck Mckinley,21
Miles Maclagan,21
Joshua Eagle,21
Max Cocks,21
Jorge Aguilar,21
Roger Rasheed,21
Mate Delic,21
Beejong Sisson,21
Armando Cornejo,21
Phillip King,21
Rod Brent,21
Giulio Zeppieri,21
Necvet Demir,21
Shahab Hassani Nafez,21
Martins Podzus,21
Vallis Wilder,21
Lester Sack,21
Hans Engert,21
Louk Sorensen,21
Kelvin Belcher,21
Luca Van Assche,21
Gerald Mandl,21
Hitoshi Shirato,21
Petros Chrysochos,21
Hani Al Ali,21
Romain Arneodo,21
Robert Farah,21
Melle Van Gemerden,21
Gerard Wimmer,21
Colin Rees,21
Bruno Echagaray,21
Timothy Noonan,21
Abdelhak Hameurlaine,21
Laurent Recouderc,21
Isaac Donkor,21
Laurent Prades,21
Thomas Schiessling,21
Alfredo Vaz Pinto,21
Will Coghlan,21
Yassine Idmbarek,21
Kevin Menton,21
Meir Wertheimer,21
Sandor Martinez Breijo,21
Francesco Passaro,21
Ke Qin Ma,21
Alun Jones,21
Brent Larkham,21
Young Jun Kim,21
Larry Scott,21
Tung Lin Wu,21
Alexandre Sidorenko,21
Pierre Joly,21
Juan Manuel Couder,21
Karel Demuynck,21
Edouard Roger-Vasselin,21
Haydn Lewis,20
Takahiro Terachi,20
Paul Cranis,20
Hiroki Moriya,20
Mate Pavic,20
Elbert Sie,20
Jan Zabrodsky,20
Peter Nyborg,20
Cyril Suk,20
Vit Kopriva,20
Wilfredo Gonzalez,20
F D Robbins,20
Lukas Mugevicius,20
Bobby Webb,20
Gianluca Naso,20
Ellis Ferreira,20
Denis Langaskens,20
Roberto Lombardi,20
Mark Keil,20
Mark Wooldridge,20
Lance Lumsden,20
Francisco Truchi,20
Tomas Barrios Vera,20
Rikard Bergh,20
Hamilton Richardson,20
Yavuz Erkangil,20
Federico Sansonetti,20
Steve Cornell,20
Rabie Chaki,20
Jonathan Marray,20
Ilou Lonfo,20
John Antonas,20
Ante Pavic,20
Steven Downs,20
Brydan Klein,20
Mike Gandolfo,20
Kelvin Ng,20
Houcine Saber,20
Quentin Pretorius,20
Robbie Koenig,20
Flavio Cobolli,20
Todd Widom,20
Karim Mohamed Maamoun,20
Rafael Avalos Brenes,20
Ian Bidmeade,20
Bryan Juinio,20
Dineshkanthan Thangarajah,19
Scott Melville,19
Kenneth Reid,19
Mariano Hood,19
Sander Groen,19
Steve Siegel,19
Takanyi Garanganga,19
Orlando Agudelo,19
Simone Vagnozzi,19
Bob Brien,19
Moharram Ali Khodai,19
David Segal,19
Wesley Whitehouse,19
Toru Yonezawa,19
Jorge Gonzalez,19
Marco Osorio,19
Gustavo Ramirez,19
Ibrahim Mahmoud,19
Kevin Moir,19
Ota Fukarek,19
Sean Brawley,19
Juan Sebastian Langton,19
Matias Silva,19
Goudjo Gbedey,19
Nick Fleury,19
Periclis Gavrilidis,19
Liang Chi Huang,19
Pierre Darmon,19
John Chris Lewis,19
Daniele Musa,19
Heiner Moraing,19
Daniel Alejandro Lopez Cassaccia,19
Facundo Arguello,19
Giordano Majoli,19
Walter Redondo,19
Jean Francois Bachelot,19
Max Hurlimann,19
Sanjar Fayziev,19
Julio Silva,19
Alexandar Lazarov,19
Lars Olander,19
Salvador Navarro,19
Aleksandar Kovacevic,18
Hartmut Kirchhubel,18
Sever Dron,18
John Yeomans,18
Marco Meneschincheri,18
Nicola Kuhn,18
Jiri Prucha,18
Tomislav Brkic,18
Jose Luis Aparisi,18
Massimo Valeri,18
Filip Prpic,18
Michael Lai,18
Josh Goodall,18
Tomas Cakl,18
Ignacio Truyol,18
Tomas Lynch,18
Waldemar Rogowski,18
Dmitry Popko,18
Sung Bae Kim,18
Eduardo Gorostiaga,18
Murad Inoyatov,18
Nam Hoang Ly,18
Mikhail Elgin,18
Andrew Foster,18
Senaka Kumara,18
Daniel Chavez Morales,18
Nikos Rovas,18
Roger Knapp,18
Jay Royappa,18
Fadel Berthe,18
Shinichi Sakamoto,18
Frank Tutvin,18
Tian C Viljoen,18
Manuel Tolentino,18
Mike Shore,18
Nikola Mektic,18
Jean Pierre Loizeau,18
Richard Vogel,18
Islam Ul Haq,18
Martin Sayer,18
Rainer Eitzinger,18
John Hui,18
Mario Vilella Martinez,18
Russell Barlow,18
Viorel Marcu,18
Shahin Khaledan,18
Steven Diez,18
John Fort,18
Gardnar Mulloy,18
Lawrence Hall,18
Laurent Bram,18
Takao Yamamoto,18
Patrice Hagelauer,18
Stefan Svensson,17
Carl Edvard Hedelund,17
Pablo Bianchi,17
Michail Pervolarakis,17
Roberto Aubone,17
Gonzalo Escobar,17
Emilio Daniel Baez Britez,17
Sunu Wahyu Trijati,17
Alan Mackin,17
Lee Childs,17
Suk Young Jeong,17
Jose Antonio Pepe Conde,17
Guillaume Couillard,17
Yuji Tezuka,17
Guilherme Clezar,17
Chang Dae Jeon,17
Brett Dickinson,17
Ed Grubb,17
Jae Sik Kim,17
Paul Van Min,17
Emmanuel Udozorh,17
Ryuso Tsujino,17
Justin Bower,17
Olivier Sajous,17
Julien Varlet,17
Jay Clarke,17
Tom Brown,17
Tomas Anzari,17
Mait Kunnap,17
Sidney Gordon,17
Mark Elliott,17
Armand Strombach,17
Tucker Vorster,17
Ian Beverly,17
Marco Alciati,17
Bader Mohammed Almuqail,17
Manuel Guinard,17
Petr Strobl,17
Seong Chan Hong,17
Andrea Stoppini,17
Javier Marti,17
Fazaluddin Syed,17
Andrew Burrow,17
Filip Misolic,17
Thomas Haldin,17
Fernando Gentil,17
Dick R Bohrnstedt,17
Moataz El Sonbol,17
Lyuben Petrov,17
Alexander Reichel,17
Hassan El Arousy,17
Alexander Ritschard,17
Karlis Lejnieks,16
Franco Merlone,16
Sachio Kato,16
Ken Binns,16
Vernon Lewis,16
Anthony Billington,16
Sergio Galdos,16
Fritz Wolmarans,16
Ivan Sergeyev,16
Bertrand Lacombe,16
Brian Cheney,16
Matthew Barton,16
Gerald Mild,16
Timo Nieminen,16
Karl Fichtel,16
Bailey Brown,16
Dawood Dawoodian,16
Juan Luis Tati Rascon,16
Eduardo Rincon,16
Carlos Cuadrado,16
Jack Waltz,16
Gordon Asciak,16
Aditya Hari Sasongko,16
Keith Brebnor,16
Ruan Roelofse,16
Ugo Nastasi,16
Hugo Nunez,16
Fred Kangwa,16
Tim Pawsat,16
Jui Chen Hung,16
Frank Baden,16
Chris Gunning,16
Andrei Gorban,16
Michal Chmela,16
Glenn Petrovic,16
Frederic Vitoux,16
Sergei Yaroshenko,16
Amit Naor,16
Nasser Ghanim Al Khulaifi,16
Antoine Beugre,16
Khaled Al Foudari,16
Bonit Wiryawan,16
Mohammed Khalid,16
Kotaro Miyachi,16
Ashley Hewitt,16
Marcin Matkowski,16
Alfred Schwartz,16
Arthur De Greef,16
Juan Antonio Rodriguez,16
Miguel Angel Reyes Varela,16
Heinz Gildemeister,16
Luis Patino,16
Stefan Lochbihler,16
Lewis Sylvester,16
Scott Warner,16
Rich Anderson,16
Ody Gabriel,16
Sebastian Decoud,16
Lorenzo Fargas,16
Mashiska Washington,16
Antso Rakotondramanga,16
Brent Pirow,16
Dave Harmon,16
Steve Tidball,16
Wei Ju Chen,16
Quino Munoz,16
Radoslav Lukaev,16
Armando Perez,16
David Caldwell,15
Filip Horansky,15
Isao Kobayashi,15
Yannos Hadjigeorgiou,15
Jesse Witten,15
Rick Rudeen,15
Gustavo Garetto,15
Jan Hajer,15
Frank Briscoe,15
Anthony Fawcett,15
Stojan Velev,15
Zlatko Ivancic,15
